Country Code,Variable code,Variable description,Units
BEL,PTDD,"Total domestic expenditure, deflator",Index
BEL,PXC,Competitors' price of goods and services exports,Index
BEL,PXCX,Competitors' price of non- commodity goods and services exports,Index
BEL,PXGS,"Exports of goods and services, deflator, National Accounts basis",Index
BEL,PXGSX,Price of non- commodity exports of goods and services,Index
BEL,PXNW,Price of commodity exports,Index
BEL,RPMGS,Relative price of imported goods and services,Index
BEL,RPXGS,Relative price of exported goods and services,Index
BEL,RSCRP,Productive capital stock scrapping rate,Per Cent
BEL,SAVG,"Government saving (net ), value",National currency
BEL,SAVH,"Net household saving, value",National currency
BEL,SHTGSVD,Share of country's trade expressed in USD volume (2005 prices) in the world trade,Per Cent
BEL,SRATIO,Household and non-profit institutions serving households net saving ratio,Per cent
BEL,SSPG,"Social security benefits paid by general government, value",National currency
BEL,SSRG,"Social security contribution received by general government, value",National currency
BEL,TAXQ,"Taxes and social security contributions, as a percentage of GDP",Per cent
BEL,TDDV,"Total domestic expenditure, volume",National currency
BEL,TEV,"Total expenditure, volume",National currency
BEL,TGSVD,"Goods and services trade volume, USD, 2005 prices",USD
BEL,TIND,"Taxes on production and imports, value",National currency
BEL,TKPG,"Capital Transfers paid and other capital payments, value",National currency
BEL,TKTRG,"Capital tax and transfers receipts, value",National currency
BEL,TOCR,"Other current receipts, general government, value",National currency
BEL,TRPESH,Employees and self-employed contribution to social security,National currency
BEL,TRPTSH,Total employers social contributions,National currency
BEL,TY,"Total direct taxes, value",National currency
BEL,TYB,"Direct taxes on business, value",National currency
BEL,TYH,"Direct taxes on households, value",National currency
BEL,ULC,Unit labour cost in total economy,Index
BEL,ULCDR,"Competitiveness indicator, relative unit labour costs, overall economy",Index
BEL,UN,"Unemployment, level",Persons
BEL,UNR,Unemployment rate,Per cent
BEL,WAGE,"Wages, value",National currency
BEL,WRT,"Wage rate, total economy",National currency
BEL,WSSH,Compensation of employees received by households,National currency
BEL,WSSS,"Compensation of employees, value",National currency
BEL,WSST,"Compensation rate, total economy",National currency
BEL,XGS,"Exports of goods and services, value, National Accounts basis",National currency
BEL,XGSD,"Exports of goods and services, value, National Accounts basis, USD",USD
BEL,XGSV,"Exports of goods and services, volume, National Accounts basis",National currency
BEL,XGSVD,"Exports of goods and services, volume, USD, 2005 prices",USD
BEL,XMKT,"Export market for goods and services, volume, USD, 2005 prices",USD
BEL,XPERF,"Export performance for goods and services, volume",ratio
BEL,XSHA,Share of value exports of good and services in world exports expressed in USD,ratio
BEL,YDH,"Net household disposable income, value",National currency
BEL,YDRH,"Net household disposable income, real",National currency
BEL,YPEPG,"Property income paid by government, value",National currency
BEL,YPERG,"Property income received by government, value",National currency
BEL,YPERGX,"Property income received by government, excluding interest receipts, value",National currency
BEL,YPG,"Current disbursements, general government, value",National currency
BEL,YPGQ,"Current disbursements, general government, as a percentage of GDP",Per cent
BEL,YPGT,"Total disbursements, general government, value",National currency
BEL,YPGTQ,"Total disbursements, general government, as a percentage of GDP",Per cent
BEL,YPGX,"Current disbursements excluding gross interest payments, general government, value",National currency
BEL,YPH,"Current disbursements of households, value",National currency
BEL,YPOTG,"Other current outlays, general government, value",National currency
BEL,YPOTH,"Other current income payable by households, value",National currency
BEL,YRG,"Current receipts, general government value",National currency
BEL,YRGQ,"Government current receipts, as a percentage of GDP",Per cent
BEL,YRGT,"Total receipts, general government, value",National currency
BEL,YRGTQ,"Total receipts general government, as a percentage of GDP",Per cent
BEL,YRGX,"Current receipts excluding gross interest receipts, general government, value",National currency
BEL,YRH,"Net current receipts of households, value",National currency
BEL,YROTH,"Other current income receivable by households, value",National currency
BEL,YSE,"Self-employment income received by households, value",National currency
BGR,BSII,"Balance of primary income, value, balance of payments basis",National currency
BGR,BSIID,"Balance of primary income, value in USD, balance of payments basis",USD
BGR,BSIIQ,"Balance of primary income,  as a % of GDP, balance of payments basis",Ratio
BGR,CAPOG,"Net capital outlays of the government, value",National currency
BGR,CB,"Current account balance, value",National currency
BGR,CBD,"Current account balance, value in USD",USD
BGR,CBGDPR,"Current account balance, as a percentage of GDP",Per cent
BGR,CBR,"Current account balance, residual item",National currency
BGR,CBRD,"Current account balance, residual item, USD",USD
BGR,CFKG,"Government consumption of fixed capital, value",National currency
BGR,CG,"Government final consumption expenditure, value, GDP expenditure approach",National currency
BGR,CGAA,"Government final consumption expenditure, value, appropriation account",National currency
BGR,CGV,"Government final consumption expenditure, volume",National currency
BGR,CLF,"Employment coefficient, supply",Ratio
BGR,CP,"Private final consumption expenditure, value, GDP expenditure approach",National currency
BGR,CPAA,"Private final consumption expenditure, value, appropriation account",National currency
BGR,CPI,Consumer price index,Index
BGR,CPIDR,"Competitiveness indicator, relative consumer prices (CPI), overall weights",Index
BGR,CPV,"Private final consumption expenditure, volume",National currency
BGR,CQ_FBGSV,"Net exports, contribution to growth in real GDP",Per cent
BGR,CQ_ISKV,"Change in inventories, contributions to growth in real GDP",Per cent
BGR,CTGSVD,"Contribution to world trade volume, goods and services expressed in USD, 2005 prices",Per cent
BGR,EE,"Dependent employment, total economy",Persons
BGR,EQPF,"Adjustment for the change in net equity of households in pension fund reserves, value",National currency
BGR,ES,Total self-employed,Persons
BGR,ET,Total employment,Persons
BGR,ET_NA,"Total employment, National Accounts basis",Persons
BGR,EXCH,"Exchange rate, USD per National currency",Level
BGR,EXCHEB,"Nominal effective exchange rate, chain-linked, overall weights",Level
BGR,EXCHUD,"Exchange rate, National currency per USD",Level
BGR,FBGS,"Net exports of goods and services, value, National Accounts basis",National currency
BGR,FBGSD,"Net exports of goods and services, value, National Accounts basis, USD",USD
BGR,FBGSQ,"Net exports of goods and services, as a % of GDP, national accounts basis",Ratio
BGR,FDD,"Final domestic expenditure, value",National currency
BGR,FDDV,"Final domestic expenditure, volume",National currency
BGR,GDP,"Gross domestic product, value, market prices",National currency
BGR,GDP_USD,"Gross domestic product, US $, current prices, constant exchange rates, EO base year",USD
BGR,GDPV,"Gross domestic product, volume, market prices",National currency
BGR,GDPV_USD,"Gross domestic product, US $, volume, constant exchange rates, EO base year",USD
BGR,GDPVD,"Gross domestic product, volume, at 2005 PPP, USD",USD
BGR,GFAR,"General government gross financial assets, as a percentage of GDP",Per cent
BGR,GGFL,"General government gross financial liabilities, value",National currency
BGR,GGFLM,"Gross public debt, Maastricht criterion, value",National currency
BGR,GGFLMQ,"Gross public debt, Maastricht criterion, as a percentage of GDP",Per cent
BGR,GGFLQ,"General government gross financial liabilities, as a percentage of GDP",Per cent
BGR,GGINTP,"Gross government interest payments, value",National currency
BGR,GGINTR,"Gross government interest receipts, value",National currency
BGR,GNFL,"General government net financial liabilities, value",National currency
BGR,GNFLQ,"General government net financial liabilities, as a percentage of GDP",Per cent
BGR,GNINTP,"Net government interest payments, value",National currency
BGR,GNINTQ,"Net government interest payments, as a percentage of GDP",Per cent
BGR,HRS,"Hours worked per employee, total economy",Hours
BGR,IBGV,"Private non-residential and government fixed capital formation, volume",National currency
BGR,IGAA,"Government fixed capital formation, value, appropriation account",National currency
BGR,IHV,"Gross fixed capital formation, housing, volume",National currency
BGR,IRCB,"Central bank, Key interest rates",Per cent
BGR,IRL,Long-term interest rate on government bonds,Per cent
BGR,IRS,Short-term interest rate,Per cent
BGR,IT,"Gross fixed capital formation, total, value",National currency
BGR,ITISK,"Gross capital formation, current prices",National currency
BGR,ITISKV,"Gross capital formation, total, volume",National currency
BGR,ITV,"Gross fixed capital formation, total, volume",National currency
BGR,LF,Labour force,Persons
BGR,MGS,"Imports of goods and services, value, National Accounts basis",National currency
BGR,MGSD,"Imports of goods and services, value, National Accounts basis, USD",USD
BGR,MGSV,"Imports of goods and services, volume, National Accounts basis",National currency
BGR,MGSVD,"Imports of goods and services, volume, USD, 2005 prices",USD
BGR,MPEN,"Import penetration, goods and services",Ratio
BGR,MSHA,"Share of value imports of good and services in world imports, USD",ratio
BGR,NLG,"Government net lending, value",National currency
BGR,NLGQ,"Government net lending, as a percentage of GDP",Per cent
BGR,NLGX,"Government primary balance, value",National currency
BGR,NLGXQ,"Government primary balance, as a percentage of GDP",Per cent
BGR,NTR,"Secondary income, net,  balance of payments basis",National currency
BGR,NTRD,"Secondary income, net, value, balance of payments basis, USD",USD
BGR,NTRQ,"Net secondary income, as a % of GDP, balance of payments basis",Ratio
BGR,PCG,"Government final consumption expenditure, deflator",Index
BGR,PCORE,Core inflation index,Index
BGR,PCP,"Private final consumption expenditure, deflator",Index
BGR,PDTY,Labour productivity of the total economy,Index
BGR,PFDD,"Final domestic expenditure, deflator",Index
BGR,PGDP,"Gross domestic product, deflator, market prices",Index
BGR,PIT,"Gross total fixed capital formation, deflator",Index
